"category_id","total_behavior_count","buy_count","buy_percentage"
10049,16222,73,0.07
451,4850,73,0.07
13186,1803,73,0.07
4111,2626,73,0.07
8010,1650,73,0.07
10271,3729,72,0.07
5867,9144,71,0.07
10135,2359,71,0.07
6045,2206,71,0.07
3067,1780,71,0.07
1346,1606,71,0.07
11756,2400,71,0.07
6531,1340,71,0.07
1396,6256,70,0.07
4747,3423,70,0.07
2252,1499,70,0.07
1968,7173,69,0.06
4583,859,69,0.06
6669,2645,69,0.06
9909,1236,68,0.06
13288,2746,68,0.06
1370,1885,68,0.06
630,1961,68,0.06
6228,3522,67,0.06
8561,6396,67,0.06
4999,3250,67,0.06
3502,3088,67,0.06
7619,1293,67,0.06
10187,1393,67,0.06
13547,2402,67,0.06
4276,1339,67,0.06
13332,1782,67,0.06
4830,11005,66,0.06
5002,1336,66,0.06
198,5496,66,0.06
5944,2026,66,0.06
6795,2355,66,0.06
2828,2369,66,0.06
2953,21961,65,0.06
11589,1600,65,0.06
10275,3716,65,0.06
4190,3136,65,0.06
11296,4044,65,0.06
1911,395,65,0.06
12514,338,65,0.06
1096,638,65,0.06
7229,710,64,0.06
13152,3038,64,0.06
3324,923,64,0.06
94,3075,64,0.06
4584,4866,63,0.06
10258,4480,63,0.06
6020,1173,63,0.06
8371,857,63,0.06
10460,3071,62,0.06
3222,887,62,0.06
1308,5490,61,0.06
5653,14932,61,0.06
3378,2920,61,0.06
7079,1671,61,0.06
7467,1991,60,0.06
9354,860,60,0.06
12184,3288,60,0.06
10590,4470,60,0.06
5065,1243,60,0.06
10662,1664,59,0.06
3046,1857,59,0.06
7167,1894,59,0.06
2656,3243,59,0.06
2631,1430,59,0.06
8709,1860,59,0.06
12230,6217,58,0.05
603,2711,58,0.05
107,3909,58,0.05
1361,1205,58,0.05
3898,3063,58,0.05
5919,551,58,0.05
11750,1191,58,0.05
4778,6491,57,0.05
9130,3319,57,0.05
13852,2390,57,0.05
9829,2094,56,0.05
1969,1199,56,0.05
3275,2787,56,0.05
5334,700,56,0.05
4677,1471,56,0.05
6991,1427,56,0.05
7850,1318,56,0.05
1173,831,56,0.05
3925,1650,56,0.05
8575,1339,56,0.05
4817,758,55,0.05
1005,694,55,0.05
4670,1881,55,0.05
9847,3215,55,0.05
2204,822,55,0.05
6194,1135,54,0.05
10290,3304,54,0.05
4008,3678,54,0.05
8930,3500,54,0.05
11895,1266,54,0.05
13727,6199,54,0.05
4213,2858,54,0.05
3924,764,54,0.05
4364,3049,54,0.05
220,1042,54,0.05
1483,3566,53,0.05
8854,1459,53,0.05
5553,2321,53,0.05
9205,4234,53,0.05
8365,2745,53,0.05
6575,2230,53,0.05
6304,720,53,0.05
9017,2229,53,0.05
3975,2844,53,0.05
13985,1042,53,0.05
5661,1703,52,0.05
7791,2161,52,0.05
10753,3021,52,0.05
9942,2377,52,0.05
3636,741,52,0.05
5466,925,52,0.05
6431,1562,52,0.05
11599,655,52,0.05
11270,2244,52,0.05
13092,1991,52,0.05
5746,444,52,0.05
9580,658,52,0.05
11981,3075,51,0.05
8681,1546,51,0.05
9280,1074,51,0.05
4382,1164,51,0.05
4776,331,51,0.05
10236,1470,50,0.05
232,1488,50,0.05
2490,1276,50,0.05
12345,3652,50,0.05
1032,1222,50,0.05
10567,8579,50,0.05
12368,3113,50,0.05
2754,2474,50,0.05
12370,1333,50,0.05
13305,765,50,0.05
5444,689,50,0.05
12570,1569,49,0.05
3271,2131,49,0.05
8664,3434,49,0.05
11834,4308,49,0.05
6794,1650,49,0.05
8829,771,49,0.05
10472,1305,48,0.04
11821,2169,48,0.04
11687,1058,48,0.04
8665,3534,48,0.04
887,2252,48,0.04
6256,2609,48,0.04
8040,1666,48,0.04
9820,6102,47,0.04
8270,6374,47,0.04
1854,7212,47,0.04
10265,2333,47,0.04
12158,1181,47,0.04
10908,756,47,0.04
12652,637,47,0.04
8132,3130,47,0.04
10798,701,47,0.04
5600,1217,46,0.04
4739,726,46,0.04
5263,4726,46,0.04
13378,1453,46,0.04
9232,1779,46,0.04
11879,852,46,0.04
983,1515,46,0.04
7404,918,46,0.04
2042,648,46,0.04
13541,894,46,0.04
9372,622,45,0.04
8650,5216,45,0.04
10920,2197,45,0.04
10012,1300,45,0.04
13393,763,45,0.04
6307,725,44,0.04
5915,1014,44,0.04
12479,1499,44,0.04
5201,2671,44,0.04
6689,2514,44,0.04
9762,2285,44,0.04
10072,3285,44,0.04
1504,828,44,0.04
10456,299,44,0.04
12141,5959,43,0.04
12662,579,43,0.04
13308,555,43,0.04
2683,1347,43,0.04
13396,919,43,0.04
7880,2900,43,0.04
4963,371,43,0.04
10875,3957,42,0.04
940,1111,42,0.04
6321,1400,42,0.04
1519,3209,42,0.04
11721,1749,42,0.04
8088,762,42,0.04
13590,1451,42,0.04
2610,3554,41,0.04
4405,1172,41,0.04
5513,3442,41,0.04
11327,1363,41,0.04
8879,842,41,0.04
13374,1495,41,0.04
10250,1628,41,0.04
7117,856,41,0.04
7911,1228,40,0.04
2130,569,40,0.04
215,3908,40,0.04
9693,3466,40,0.04
13404,1192,40,0.04
11103,2792,40,0.04
3509,626,40,0.04
1310,918,40,0.04
6724,4421,40,0.04
12740,719,40,0.04
2413,598,40,0.04
12823,622,40,0.04
4751,328,39,0.04
13598,699,39,0.04
5749,10056,39,0.04
6209,11673,39,0.04
8126,3281,39,0.04
9276,1308,39,0.04
11691,1340,39,0.04
4250,1988,39,0.04
1080,1841,39,0.04
4636,938,39,0.04
4296,18536,38,0.04
9503,2489,38,0.04
7929,3330,38,0.04
11091,363,38,0.04
3956,1760,38,0.04
7580,1471,38,0.04
3330,647,38,0.04
4153,838,38,0.04
11335,2465,38,0.04
2054,503,38,0.04
9278,1067,38,0.04
1720,1186,38,0.04
12397,507,38,0.04
11956,669,37,0.03
13729,871,37,0.03
1385,5334,37,0.03
9816,1803,37,0.03
6402,2132,37,0.03
1604,691,37,0.03
5376,3260,37,0.03
10975,1054,37,0.03
13548,480,37,0.03
4396,908,37,0.03
11499,877,37,0.03
9637,731,37,0.03
6331,782,37,0.03
11894,768,37,0.03
13915,512,37,0.03
6064,426,37,0.03
3561,615,37,0.03
4181,552,37,0.03
4116,7904,36,0.03
6655,762,36,0.03
2839,722,36,0.03
11307,2883,36,0.03
11618,2602,36,0.03
2010,1140,36,0.03
8943,774,36,0.03
4605,2759,36,0.03
12015,675,36,0.03
3090,1877,36,0.03
2551,1942,36,0.03
2511,1473,36,0.03
9102,1283,36,0.03
205,388,36,0.03
11695,571,36,0.03
9155,870,35,0.03
10740,8799,35,0.03
4110,665,35,0.03
11492,1502,35,0.03
3537,475,35,0.03
12147,4047,35,0.03
6678,1177,35,0.03
6541,2548,35,0.03
4690,562,35,0.03
11680,764,35,0.03
2313,1469,35,0.03
583,391,35,0.03
9944,747,35,0.03
4438,576,35,0.03
13365,431,35,0.03
9388,611,34,0.03
9363,8615,34,0.03
1169,3530,34,0.03
13892,506,34,0.03
9334,1539,34,0.03
7296,539,34,0.03
8066,518,34,0.03
12741,1407,34,0.03
12311,3133,34,0.03
13280,2458,34,0.03
9638,2202,34,0.03
9457,307,34,0.03
3827,1268,34,0.03
6516,1005,33,0.03
12221,4661,33,0.03
8300,1074,33,0.03
7393,4462,33,0.03
5492,1116,33,0.03
6564,913,33,0.03
6121,1077,33,0.03
3833,1994,33,0.03
9576,1210,33,0.03
11604,227,33,0.03
2649,810,33,0.03
4991,753,33,0.03
4195,852,33,0.03
13963,1185,33,0.03
12268,740,32,0.03
9752,3102,32,0.03
4520,3265,32,0.03
7322,2334,32,0.03
2679,734,32,0.03
12441,2027,32,0.03
11034,757,32,0.03
10520,2664,32,0.03
11281,507,32,0.03
1427,4275,32,0.03
484,1339,32,0.03
4962,1022,32,0.03
10722,1517,32,0.03
1029,964,32,0.03
12602,455,32,0.03
5324,513,32,0.03
7182,945,32,0.03
9618,1913,32,0.03
9561,568,32,0.03
738,645,32,0.03
4627,742,32,0.03
1317,866,32,0.03
1081,390,31,0.03
2380,560,31,0.03
3397,4182,31,0.03
10569,905,31,0.03
895,6999,31,0.03
6211,559,31,0.03
12097,1380,31,0.03
5988,956,31,0.03
9960,600,31,0.03
12744,3809,31,0.03
5625,1064,31,0.03
7311,1156,31,0.03
733,2133,31,0.03
9933,2821,31,0.03
4280,1106,31,0.03
4322,1710,31,0.03
12683,1571,31,0.03
10019,438,31,0.03
483,536,31,0.03
9298,1742,31,0.03
8147,641,31,0.03
4076,2121,30,0.03
6945,2391,30,0.03
6986,1484,30,0.03
10242,10711,30,0.03
11135,1173,30,0.03
7582,2603,30,0.03
5699,2671,30,0.03
12919,2682,30,0.03
14038,2438,30,0.03
13696,306,30,0.03
6287,1293,30,0.03
1810,1944,30,0.03
4540,980,30,0.03
6400,758,30,0.03
10544,5513,30,0.03
6711,462,30,0.03
13903,338,30,0.03
905,1088,30,0.03
6059,909,30,0.03
108,1481,30,0.03
9100,1752,30,0.03
7691,578,30,0.03
5477,1247,30,0.03
2158,953,29,0.03
12536,972,29,0.03
10344,4363,29,0.03
1337,2178,29,0.03
7266,911,29,0.03
12721,778,29,0.03
10501,1526,29,0.03
7939,3337,29,0.03
7033,2133,29,0.03
13807,881,29,0.03
893,1390,29,0.03
1392,2112,29,0.03
8765,1410,29,0.03
782,910,29,0.03
9258,699,29,0.03
4593,1224,29,0.03
5985,690,29,0.03
3081,950,29,0.03
12327,345,29,0.03
12249,1205,29,0.03
6248,1122,29,0.03
5369,424,29,0.03
3176,1322,28,0.03
2909,582,28,0.03
7350,6541,28,0.03
4869,478,28,0.03
3747,724,28,0.03
7601,1113,28,0.03
836,878,28,0.03
10283,536,28,0.03
11797,1587,28,0.03
2936,837,28,0.03
10609,1039,28,0.03
8480,977,28,0.03
5447,776,28,0.03
10761,292,28,0.03
11304,900,28,0.03
3341,436,28,0.03
2236,397,28,0.03
14061,993,28,0.03
6863,286,28,0.03
9229,680,28,0.03
1126,535,27,0.03
13619,1876,27,0.03
12680,820,27,0.03
6673,763,27,0.03
856,1106,27,0.03
512,1280,27,0.03
7709,430,27,0.03
8141,987,27,0.03
4348,433,27,0.03
10380,512,27,0.03
566,562,27,0.03
11379,1798,27,0.03
12172,2001,27,0.03
10338,660,27,0.03
12693,720,27,0.03
12137,595,27,0.03
10979,343,27,0.03
11282,223,27,0.03
4007,459,27,0.03
14041,529,26,0.02
12123,322,26,0.02
3015,3777,26,0.02
13763,1932,26,0.02
3074,2120,26,0.02
13853,2018,26,0.02
2463,797,26,0.02
8007,1308,26,0.02
12251,609,26,0.02
4602,306,26,0.02
6437,461,26,0.02
3690,1061,26,0.02
12261,1345,26,0.02
12760,494,26,0.02
3087,650,26,0.02
11606,471,26,0.02
11324,721,26,0.02
3631,268,26,0.02
3171,292,26,0.02
2431,605,25,0.02
12407,418,25,0.02
2029,2227,25,0.02
10364,1343,25,0.02
2812,407,25,0.02
9605,598,25,0.02
13599,2279,25,0.02
12582,860,25,0.02
6084,1142,25,0.02
10846,690,25,0.02
5727,2970,25,0.02
7645,969,25,0.02
8583,1600,25,0.02
5822,2194,25,0.02
9023,442,25,0.02
7811,1267,25,0.02
9540,1065,25,0.02
2302,484,25,0.02
2510,294,25,0.02
1486,769,25,0.02
9413,1398,25,0.02
1956,769,25,0.02
12592,392,25,0.02
7727,476,24,0.02
1408,900,24,0.02
8666,729,24,0.02
9518,2286,24,0.02
12913,764,24,0.02
11622,1052,24,0.02
12387,549,24,0.02
4097,1160,24,0.02
2797,504,24,0.02
5446,884,24,0.02
1954,565,24,0.02
363,2575,24,0.02
12790,1508,24,0.02
784,1562,24,0.02
12309,134,24,0.02
7768,832,24,0.02
7900,356,24,0.02
5372,560,24,0.02
4387,678,24,0.02
5879,638,23,0.02
13050,1254,23,0.02
11771,1106,23,0.02
1650,1572,23,0.02
8892,545,23,0.02
5494,1110,23,0.02
11455,444,23,0.02
4998,450,23,0.02
118,505,23,0.02
767,2879,23,0.02
8104,497,23,0.02
1800,311,23,0.02
3464,1406,23,0.02
13980,696,23,0.02
5618,396,23,0.02
12100,1425,23,0.02
4273,933,23,0.02
169,885,23,0.02
12512,1760,23,0.02
7898,546,23,0.02
11802,540,23,0.02
758,469,23,0.02
12398,935,23,0.02
5354,863,23,0.02
8595,807,23,0.02
2347,959,23,0.02
11529,274,23,0.02
8937,399,23,0.02
11924,344,23,0.02
12380,919,22,0.02
8317,371,22,0.02
1159,1155,22,0.02
12626,838,22,0.02
712,440,22,0.02
13028,987,22,0.02
8171,241,22,0.02
10585,524,22,0.02
12111,328,22,0.02
4230,771,22,0.02
13087,572,22,0.02
4468,367,22,0.02
6657,513,22,0.02
1588,398,22,0.02
7472,461,22,0.02
7551,1146,22,0.02
10548,393,22,0.02
10762,553,22,0.02
10524,1688,22,0.02
4722,385,22,0.02
13042,831,22,0.02
3359,240,22,0.02
4006,412,22,0.02
13007,511,22,0.02
13825,356,22,0.02
5701,820,22,0.02
9396,1945,22,0.02
10929,383,22,0.02
13003,2229,22,0.02
6836,197,22,0.02
6924,563,22,0.02
8907,465,22,0.02
8004,693,22,0.02
11840,1025,22,0.02
1606,445,21,0.02
11952,865,21,0.02
6272,1118,21,0.02
4954,1160,21,0.02
3654,232,21,0.02
8685,819,21,0.02
10930,655,21,0.02
11477,691,21,0.02
2226,858,21,0.02
7618,906,21,0.02
6974,284,21,0.02
879,629,21,0.02
9297,853,21,0.02
2298,956,21,0.02
909,968,21,0.02
9488,383,21,0.02
11039,1556,21,0.02
11493,717,21,0.02
7401,708,21,0.02
13698,877,21,0.02
2373,503,21,0.02
11625,936,21,0.02
13355,466,21,0.02
3476,531,21,0.02
7143,636,21,0.02
3876,268,21,0.02
8426,318,21,0.02
11998,273,21,0.02
6015,484,21,0.02
6748,590,21,0.02
1260,440,21,0.02
7111,348,21,0.02
3070,372,21,0.02
4466,247,20,0.02
6571,311,20,0.02
5897,183,20,0.02
883,861,20,0.02
2667,1682,20,0.02
4254,4237,20,0.02
4588,1781,20,0.02
5165,539,20,0.02
7023,817,20,0.02
2437,290,20,0.02
8043,868,20,0.02
4753,3104,20,0.02
9727,171,20,0.02
7766,1086,20,0.02
7985,1429,20,0.02
10926,330,20,0.02
56,1123,20,0.02
7273,581,20,0.02
8849,1609,20,0.02
9435,264,20,0.02
3245,532,20,0.02
7032,1046,20,0.02
1741,2809,20,0.02
388,310,20,0.02
332,489,20,0.02
4372,538,20,0.02
5693,412,20,0.02
12968,658,20,0.02
2454,369,20,0.02
8597,409,20,0.02
7720,834,19,0.02
9849,779,19,0.02
12564,1653,19,0.02
8619,438,19,0.02
5692,622,19,0.02
2378,431,19,0.02
7359,349,19,0.02
4455,477,19,0.02
9789,1052,19,0.02
13911,659,19,0.02
2907,301,19,0.02
12551,1214,19,0.02
9307,928,19,0.02
8405,547,19,0.02
12658,2401,19,0.02
1267,1208,19,0.02
2605,876,19,0.02
3056,1295,19,0.02
11643,304,19,0.02
769,720,19,0.02
9021,445,19,0.02
13098,309,19,0.02
2362,264,19,0.02
4807,381,19,0.02
12621,891,19,0.02
5578,511,19,0.02
110,705,19,0.02
10529,863,19,0.02
5554,103,19,0.02
12758,320,19,0.02
1550,469,19,0.02
14024,708,19,0.02
10017,273,19,0.02
10336,273,19,0.02
12029,472,19,0.02
10832,477,19,0.02
1805,195,19,0.02
12762,350,19,0.02
11273,518,19,0.02
8083,467,18,0.02
13570,249,18,0.02
634,253,18,0.02
12117,227,18,0.02
5426,264,18,0.02
2425,411,18,0.02
493,564,18,0.02
5686,390,18,0.02
4247,1997,18,0.02
5571,3714,18,0.02
8432,1087,18,0.02
2420,358,18,0.02
13730,1183,18,0.02
2947,682,18,0.02
9127,410,18,0.02
11763,2687,18,0.02
5558,461,18,0.02
4371,1176,18,0.02
2160,460,18,0.02
7061,665,18,0.02
11393,415,18,0.02
2016,685,18,0.02
4282,893,18,0.02
13783,263,18,0.02
1150,161,18,0.02
8951,1141,18,0.02
4832,796,18,0.02
12874,344,18,0.02
10559,350,18,0.02
7490,350,18,0.02
4704,904,18,0.02
11508,1319,18,0.02
444,2052,18,0.02
10218,406,18,0.02
3656,1663,18,0.02
16,304,18,0.02
6446,330,18,0.02
316,1654,17,0.02
9784,1660,17,0.02
5186,364,17,0.02
13759,571,17,0.02
2334,2928,17,0.02
13065,291,17,0.02
1572,477,17,0.02
9491,521,17,0.02
6549,444,17,0.02
8280,1116,17,0.02
8869,289,17,0.02
2859,455,17,0.02
12560,510,17,0.02
9199,452,17,0.02
10179,215,17,0.02
4837,353,17,0.02
13713,1330,17,0.02
2251,301,17,0.02
9202,506,17,0.02
12386,1004,17,0.02
11610,491,17,0.02
5084,2473,17,0.02
6903,303,17,0.02
5566,408,17,0.02
8439,69,17,0.02
12636,248,17,0.02
1039,379,17,0.02
1514,292,17,0.02
3103,226,17,0.02
6544,102,17,0.02
114,474,17,0.02
5842,522,17,0.02
10944,433,17,0.02
10021,267,17,0.02
13215,294,17,0.02
1233,299,17,0.02
7223,324,17,0.02
4303,726,17,0.02
888,1149,17,0.02
5220,263,17,0.02
7070,492,17,0.02
11225,282,17,0.02
8579,174,17,0.02
5591,244,17,0.02
14073,176,17,0.02
11965,477,16,0.01
8491,906,16,0.01
8344,201,16,0.01
6744,503,16,0.01
2903,248,16,0.01
7125,101,16,0.01
8531,246,16,0.01
13425,588,16,0.01
3111,2307,16,0.01
8723,365,16,0.01
8159,678,16,0.01
9753,2288,16,0.01
11685,738,16,0.01
2048,1216,16,0.01
9896,897,16,0.01
10481,6841,16,0.01
5631,317,16,0.01
1900,403,16,0.01
4864,1611,16,0.01
5430,374,16,0.01
6267,642,16,0.01
10725,507,16,0.01
6264,538,16,0.01
7673,470,16,0.01
6793,642,16,0.01
3528,1649,16,0.01
9293,259,16,0.01
3865,532,16,0.01
12219,376,16,0.01
5515,410,16,0.01
9772,279,16,0.01
6824,1090,16,0.01
1686,630,16,0.01
11876,468,16,0.01
7040,303,16,0.01
13773,998,16,0.01
7405,486,16,0.01
4439,348,16,0.01
1990,1159,16,0.01
7711,811,16,0.01
6154,496,16,0.01
9419,495,16,0.01
6792,515,16,0.01
10464,648,16,0.01
10331,313,16,0.01
8848,365,16,0.01
6101,411,16,0.01
4813,189,16,0.01
1098,2091,15,0.01
5809,2082,15,0.01
12819,1664,15,0.01
5599,415,15,0.01
8649,1633,15,0.01
11339,1407,15,0.01
1183,489,15,0.01
8094,356,15,0.01
6235,1461,15,0.01
12317,427,15,0.01
13154,352,15,0.01
6489,489,15,0.01
9090,817,15,0.01
8484,639,15,0.01
9384,432,15,0.01
3339,318,15,0.01
10010,628,15,0.01
281,510,15,0.01
7419,149,15,0.01
5752,1777,15,0.01
7971,774,15,0.01
7622,585,15,0.01
4949,572,15,0.01
7466,475,15,0.01
8373,1339,15,0.01
5522,758,15,0.01
1198,723,15,0.01
11995,371,15,0.01
9343,349,15,0.01
11475,1636,15,0.01
7269,385,15,0.01
13664,1061,15,0.01
892,169,15,0.01
12998,874,15,0.01
11223,256,15,0.01
1477,743,15,0.01
14006,405,15,0.01
7276,583,15,0.01
849,730,15,0.01
1456,341,15,0.01
2170,980,15,0.01
3670,682,15,0.01
11512,222,15,0.01
9279,1185,15,0.01
4510,448,15,0.01
5827,168,15,0.01
5320,1035,15,0.01
618,392,15,0.01
10138,185,15,0.01
8716,250,15,0.01
6442,151,15,0.01
600,332,15,0.01
13508,254,15,0.01
10873,128,15,0.01
5998,317,14,0.01
12735,156,14,0.01
2966,174,14,0.01
12096,75,14,0.01
6439,229,14,0.01
3838,135,14,0.01
2177,883,14,0.01
10304,630,14,0.01
1822,180,14,0.01
8954,299,14,0.01
8912,283,14,0.01
7889,66,14,0.01
3283,298,14,0.01
1872,196,14,0.01
5041,319,14,0.01
10213,1261,14,0.01
11904,1430,14,0.01
492,5945,14,0.01
606,582,14,0.01
2342,333,14,0.01
11616,413,14,0.01
12388,5881,14,0.01
10726,214,14,0.01
5351,1079,14,0.01
12837,505,14,0.01
4221,221,14,0.01
5899,677,14,0.01
1199,834,14,0.01
12239,1044,14,0.01
1722,168,14,0.01
12584,742,14,0.01
831,293,14,0.01
5453,121,14,0.01
3102,419,14,0.01
11111,497,14,0.01
4573,442,14,0.01
10973,940,14,0.01
10576,1711,14,0.01
5801,799,14,0.01
4688,507,14,0.01
12778,675,14,0.01
3682,659,14,0.01
13908,343,14,0.01
725,787,14,0.01
7717,140,14,0.01
6957,493,14,0.01
10500,345,14,0.01
8809,267,14,0.01
10141,443,14,0.01
8793,191,14,0.01
10162,224,14,0.01
10799,472,14,0.01
7452,775,14,0.01
14050,169,14,0.01
1442,155,13,0.01
12245,818,13,0.01
1860,1141,13,0.01
5340,538,13,0.01
10209,348,13,0.01
43,530,13,0.01
7951,955,13,0.01
12555,211,13,0.01
11047,516,13,0.01
5829,307,13,0.01
11702,424,13,0.01
2537,182,13,0.01
5360,1156,13,0.01
13323,377,13,0.01
4159,566,13,0.01
1807,953,13,0.01
6608,285,13,0.01
3723,954,13,0.01
4210,759,13,0.01
