category_id,total_behavior_count,buy_count,buy_percentage
5944,3759,79,0.07
2040,2226,79,0.07
12740,1489,79,0.07
13455,3156,79,0.07
5319,1867,78,0.06
12973,7480,78,0.06
1518,7714,78,0.06
1488,24973,78,0.06
11774,2943,78,0.06
1310,1856,78,0.06
3502,5875,77,0.06
10258,8238,77,0.06
1396,12531,76,0.06
10686,4754,76,0.06
13186,4021,76,0.06
732,2843,76,0.06
1968,14269,75,0.06
3000,2759,75,0.06
13092,3940,75,0.06
10135,4875,75,0.06
10029,2136,75,0.06
8930,6685,74,0.06
2252,3271,74,0.06
4111,5301,74,0.06
10271,7467,74,0.06
7404,1839,74,0.06
3979,6259,74,0.06
8561,12841,73,0.06
10472,2552,73,0.06
13547,4592,72,0.06
11756,5532,72,0.06
9942,4427,71,0.06
6669,5374,71,0.06
4250,3723,71,0.06
13288,5906,71,0.06
10590,8439,71,0.06
4584,9521,70,0.06
9017,4187,70,0.06
8575,2832,70,0.06
5919,1083,70,0.06
4583,1573,70,0.06
7467,4169,70,0.06
1969,2046,69,0.06
3924,1474,69,0.06
10236,3044,69,0.06
198,10339,68,0.06
1370,4017,68,0.06
10275,7942,68,0.06
7229,1021,68,0.06
9909,2729,68,0.06
11589,3497,68,0.06
6228,7267,67,0.06
10187,2890,67,0.06
12184,6565,67,0.06
5002,2826,67,0.06
110,1422,67,0.06
4830,20803,67,0.06
4999,6780,67,0.06
7079,3506,67,0.06
1427,8186,66,0.05
12514,801,66,0.05
6795,4855,66,0.05
13727,12450,66,0.05
11296,8110,66,0.05
1911,865,66,0.05
5065,2536,66,0.05
1096,1361,65,0.05
3898,6147,65,0.05
10460,6579,65,0.05
3324,1784,65,0.05
8829,1592,65,0.05
9354,1788,65,0.05
8040,3167,65,0.05
2953,42324,65,0.05
7691,1097,65,0.05
8371,1646,65,0.05
94,5795,64,0.05
11270,4224,64,0.05
6020,2440,64,0.05
7880,5763,63,0.05
1308,10237,63,0.05
3222,1799,62,0.05
107,7862,62,0.05
8132,5678,62,0.05
5653,28758,61,0.05
9130,6450,61,0.05
8709,3864,61,0.05
3925,3361,61,0.05
4396,1812,60,0.05
4677,2759,60,0.05
7850,2543,60,0.05
4778,12260,60,0.05
2656,5784,60,0.05
3046,3801,60,0.05
9561,1012,59,0.05
7167,3880,59,0.05
10662,3360,59,0.05
12368,6513,59,0.05
12230,11979,59,0.05
13852,5173,58,0.05
8665,6827,58,0.05
11103,5399,58,0.05
9847,6329,58,0.05
6321,2614,58,0.05
1361,2658,58,0.05
4817,1601,58,0.05
9829,3682,58,0.05
12370,2702,58,0.05
6575,4309,58,0.05
8365,5058,57,0.05
1173,1588,57,0.05
6194,2101,57,0.05
6304,1487,57,0.05
3275,5164,57,0.05
4008,7936,57,0.05
5334,895,57,0.05
12479,2934,57,0.05
10753,6129,57,0.05
1005,1120,57,0.05
4213,5638,56,0.05
10290,7406,56,0.05
220,2049,56,0.05
2204,1603,56,0.05
12015,1229,56,0.05
11304,1700,56,0.05
6991,2756,56,0.05
11895,2198,56,0.05
7791,4228,55,0.05
6724,8438,55,0.05
4670,3897,55,0.05
13985,2031,55,0.05
11821,4392,55,0.05
9205,8946,54,0.04
4593,2368,54,0.04
2010,2230,54,0.04
1032,2418,54,0.04
5553,4896,54,0.04
7266,1770,54,0.04
1483,7718,53,0.04
5466,1794,53,0.04
12345,6996,53,0.04
232,2821,53,0.04
6431,3186,53,0.04
12570,3014,53,0.04
8854,3118,53,0.04
5746,747,52,0.04
3636,1529,52,0.04
9580,1202,52,0.04
12251,1291,52,0.04
12158,2539,52,0.04
1854,14222,52,0.04
11599,1323,52,0.04
4776,733,52,0.04
5513,6593,52,0.04
5915,1983,51,0.04
12662,998,51,0.04
5444,1282,51,0.04
13305,1798,51,0.04
4382,2448,51,0.04
2754,4900,51,0.04
13598,1375,51,0.04
7929,6392,51,0.04
6256,4987,51,0.04
8681,3314,51,0.04
11981,6294,51,0.04
9280,2170,51,0.04
9232,3541,50,0.04
2490,2681,50,0.04
10567,16170,50,0.04
8270,12237,50,0.04
12823,1211,50,0.04
6794,3066,50,0.04
11834,9160,50,0.04
9638,4306,50,0.04
1504,1626,50,0.04
10798,1536,50,0.04
1317,1579,50,0.04
13892,878,50,0.04
13378,2822,49,0.04
6689,4794,49,0.04
3271,4504,49,0.04
4296,34739,49,0.04
13541,1787,49,0.04
12141,11614,49,0.04
8664,7208,49,0.04
13396,1901,48,0.04
11687,1971,48,0.04
6564,1719,48,0.04
887,4874,48,0.04
6331,1493,48,0.04
11324,1449,48,0.04
4991,1418,48,0.04
10265,5064,48,0.04
9693,6371,47,0.04
4739,1424,47,0.04
10012,2591,47,0.04
12652,1389,47,0.04
12626,1563,47,0.04
2054,1102,47,0.04
11691,2656,47,0.04
6307,1605,47,0.04
2042,1170,47,0.04
9820,11479,47,0.04
3090,3356,47,0.04
983,3384,46,0.04
4195,1647,46,0.04
2511,2893,46,0.04
2551,3868,46,0.04
6209,22416,46,0.04
13308,1054,46,0.04
5600,2798,46,0.04
5263,9496,46,0.04
11879,1897,46,0.04
9762,4723,46,0.04
3956,3218,45,0.04
8650,10596,45,0.04
9372,1306,45,0.04
10072,7257,45,0.04
13393,1600,45,0.04
13590,3212,45,0.04
10920,4492,45,0.04
3087,1201,45,0.04
9276,2412,44,0.04
10975,2234,44,0.04
13404,2586,44,0.04
5201,5458,44,0.04
10456,757,44,0.04
8088,1637,44,0.04
4636,1907,44,0.04
13963,2366,43,0.04
4963,778,43,0.04
2683,2752,43,0.04
10875,7841,43,0.04
10930,1488,43,0.04
8879,1773,43,0.04
6287,2482,43,0.04
9100,3631,43,0.04
3833,3722,43,0.04
1080,3462,43,0.04
7939,6139,42,0.03
11034,1434,42,0.03
1604,1229,42,0.03
4405,2293,42,0.03
11721,3927,42,0.03
1519,5987,42,0.03
13374,3052,42,0.03
8666,1384,42,0.03
940,2675,42,0.03
5749,19527,42,0.03
10250,3270,42,0.03
2610,7310,42,0.03
215,7228,42,0.03
9419,941,41,0.03
566,968,41,0.03
2313,2954,41,0.03
8126,6266,41,0.03
11281,1053,41,0.03
9503,4595,41,0.03
12397,859,41,0.03
2413,1253,41,0.03
12249,2624,41,0.03
11327,2525,41,0.03
10740,15780,40,0.03
7551,2425,40,0.03
7911,2638,40,0.03
2130,1221,40,0.03
512,2420,40,0.03
3827,2462,40,0.03
3509,1347,40,0.03
3397,8155,40,0.03
9816,3451,40,0.03
12741,2637,39,0.03
9576,2353,39,0.03
7768,1517,39,0.03
6402,4101,39,0.03
9637,1557,39,0.03
13915,1049,39,0.03
7322,4862,39,0.03
4181,1104,39,0.03
4751,586,39,0.03
11802,1108,39,0.03
5376,6578,39,0.03
9278,2056,39,0.03
11499,1948,38,0.03
11695,1107,38,0.03
11091,738,38,0.03
3330,1354,38,0.03
7580,3198,38,0.03
12147,8283,38,0.03
4116,15222,38,0.03
9258,1448,38,0.03
13807,1845,38,0.03
13548,932,38,0.03
4153,1738,38,0.03
1385,9971,38,0.03
3537,981,38,0.03
11894,1653,38,0.03
10944,862,38,0.03
1720,2383,38,0.03
11618,5049,37,0.03
4605,5172,37,0.03
6655,1688,37,0.03
6064,746,37,0.03
11307,5502,37,0.03
1169,7184,37,0.03
3561,1067,37,0.03
13729,1875,37,0.03
11956,1252,37,0.03
9457,616,36,0.03
738,1210,36,0.03
4280,2261,36,0.03
8943,1702,36,0.03
2679,1476,36,0.03
9388,1058,36,0.03
7582,5280,36,0.03
7296,1076,36,0.03
2510,517,36,0.03
2839,1536,36,0.03
6678,2327,36,0.03
6541,5261,36,0.03
4110,1431,36,0.03
205,771,36,0.03
9102,2676,36,0.03
11492,2812,36,0.03
9155,1647,36,0.03
9363,17449,36,0.03
893,2518,35,0.03
13365,890,35,0.03
4627,1394,35,0.03
4690,1147,35,0.03
11680,1376,35,0.03
12744,7541,35,0.03
5988,1900,35,0.03
9944,1448,35,0.03
4438,1076,35,0.03
9334,2885,35,0.03
583,801,35,0.03
7023,1531,35,0.03
484,2683,35,0.03
12311,6396,34,0.03
12221,8931,34,0.03
10832,890,34,0.03
12268,1380,34,0.03
8066,1160,34,0.03
13280,5058,34,0.03
6400,1674,34,0.03
2178,164,34,0.03
9618,3854,34,0.03
2649,1832,34,0.03
7393,9635,34,0.03
13599,4181,34,0.03
1810,3845,34,0.03
6121,2294,34,0.03
4520,6335,34,0.03
10569,1730,34,0.03
3747,1452,33,0.03
9752,6149,33,0.03
5492,2607,33,0.03
733,4198,33,0.03
11604,407,33,0.03
12172,3676,33,0.03
6015,975,33,0.03
9298,3638,33,0.03
6516,1978,33,0.03
5324,999,33,0.03
2812,776,33,0.03
8141,1838,33,0.03
11998,535,33,0.03
1029,1763,33,0.03
8300,2252,33,0.03
10929,737,33,0.03
758,987,33,0.03
3176,2513,32,0.03
10344,8556,32,0.03
10242,19934,32,0.03
6248,2296,32,0.03
6986,3075,32,0.03
12097,2679,32,0.03
1081,762,32,0.03
10722,3219,32,0.03
12441,4328,32,0.03
4322,3204,32,0.03
4962,2105,32,0.03
12602,904,32,0.03
9413,2726,32,0.03
10520,4893,32,0.03
6059,1866,32,0.03
12762,719,32,0.03
5447,1525,32,0.03
7182,2003,32,0.03
7025,517,32,0.03
12760,1016,32,0.03
5625,2152,32,0.03
8147,1277,31,0.03
10019,950,31,0.03
856,2207,31,0.03
2380,1115,31,0.03
9540,1926,31,0.03
483,1135,31,0.03
905,2285,31,0.03
108,3049,31,0.03
6211,1047,31,0.03
9933,5151,31,0.03
9960,1291,31,0.03
2797,1178,31,0.03
12683,3366,31,0.03
895,14428,31,0.03
10364,2435,31,0.03
6711,907,31,0.03
7311,2189,31,0.03
5985,1322,31,0.03
14038,4835,31,0.03
6945,4933,30,0.02
4869,944,30,0.02
13696,552,30,0.02
3102,822,30,0.02
1337,4148,30,0.02
8765,3077,30,0.02
12919,5692,30,0.02
8104,1050,30,0.02
10501,2690,30,0.02
2347,1763,30,0.02
4076,4373,30,0.02
5699,5386,30,0.02
5477,2755,30,0.02
11135,2477,30,0.02
13903,694,30,0.02
4540,2229,30,0.02
10544,11233,30,0.02
14061,2066,29,0.02
7033,4418,29,0.02
12327,768,29,0.02
4348,866,29,0.02
769,1512,29,0.02
12721,1614,29,0.02
12536,1971,29,0.02
3339,608,29,0.02
836,2006,29,0.02
782,1922,29,0.02
3081,1977,29,0.02
3476,1094,29,0.02
13763,3968,29,0.02
9229,1277,29,0.02
3690,2087,29,0.02
3085,731,29,0.02
6549,826,29,0.02
7472,944,29,0.02
7601,2526,29,0.02
5369,856,29,0.02
2158,1904,29,0.02
1392,3903,29,0.02
6863,550,28,0.02
9202,964,28,0.02
2236,864,28,0.02
2936,1615,28,0.02
12693,1381,28,0.02
3341,894,28,0.02
13040,169,28,0.02
10761,552,28,0.02
12680,1811,28,0.02
10609,2091,28,0.02
8619,782,28,0.02
6084,2387,28,0.02
7350,12098,28,0.02
8007,2453,28,0.02
11797,3261,28,0.02
2909,1203,28,0.02
10338,1156,28,0.02
10283,1175,28,0.02
8480,2146,28,0.02
14041,1013,28,0.02
13619,3927,27,0.02
6748,1113,27,0.02
3074,4546,27,0.02
7645,1947,27,0.02
11379,3460,27,0.02
3171,695,27,0.02
5898,1385,27,0.02
6673,1593,27,0.02
10380,1002,27,0.02
1126,1110,27,0.02
11282,509,27,0.02
4439,605,27,0.02
4007,825,27,0.02
3015,6954,27,0.02
6272,2169,27,0.02
12137,1251,27,0.02
10979,637,27,0.02
5618,719,27,0.02
2431,1329,27,0.02
2463,1674,27,0.02
7709,837,27,0.02
7223,729,26,0.02
4602,571,26,0.02
1956,1671,26,0.02
9343,696,26,0.02
2029,3852,26,0.02
11771,2189,26,0.02
9396,3913,26,0.02
8937,810,26,0.02
13028,1831,26,0.02
12407,788,26,0.02
12261,2822,26,0.02
6437,902,26,0.02
10725,1049,26,0.02
11606,1045,26,0.02
13853,4124,26,0.02
3631,471,26,0.02
3464,2736,26,0.02
12123,664,26,0.02
5494,2078,25,0.02
5727,5562,25,0.02
5719,726,25,0.02
13050,2510,25,0.02
5879,1317,25,0.02
1954,1114,25,0.02
5822,4231,25,0.02
9518,5218,25,0.02
10846,1480,25,0.02
7811,2654,25,0.02
13713,2487,25,0.02
12398,1946,25,0.02
12582,1669,25,0.02
12621,1716,25,0.02
9023,868,25,0.02
8685,1758,25,0.02
9605,1258,25,0.02
12592,840,25,0.02
4273,1661,25,0.02
3528,3492,25,0.02
1486,1557,25,0.02
5446,1665,25,0.02
363,5223,25,0.02
2302,1048,25,0.02
7900,676,25,0.02
1260,779,25,0.02
4097,2281,25,0.02
13425,1184,25,0.02
8849,2987,25,0.02
13355,913,25,0.02
8583,3019,25,0.02
13570,471,25,0.02
8892,1028,25,0.02
169,1785,25,0.02
4722,833,24,0.02
12387,1107,24,0.02
4998,948,24,0.02
13980,1626,24,0.02
12309,248,24,0.02
5372,1191,24,0.02
11840,2213,24,0.02
8579,295,24,0.02
10524,3442,24,0.02
11622,2336,24,0.02
1408,1888,24,0.02
909,2077,24,0.02
4387,1367,24,0.02
784,3221,24,0.02
11952,1663,24,0.02
8426,603,24,0.02
4006,868,24,0.02
12790,2917,24,0.02
1159,2319,24,0.02
12913,1607,24,0.02
7727,1024,24,0.02
1650,3221,24,0.02
9488,753,23,0.02
4372,1061,23,0.02
118,976,23,0.02
11529,461,23,0.02
13825,667,23,0.02
7401,1413,23,0.02
8171,442,23,0.02
4230,1361,23,0.02
12512,3717,23,0.02
767,5765,23,0.02
10926,642,23,0.02
10585,1099,23,0.02
13087,1186,23,0.02
9127,873,23,0.02
10336,643,23,0.02
13042,1563,23,0.02
8595,1671,23,0.02
3359,521,23,0.02
13007,1057,23,0.02
11995,735,23,0.02
1800,623,23,0.02
12100,2774,23,0.02
5522,1430,23,0.02
2226,1586,23,0.02
8907,902,23,0.02
5354,1856,23,0.02
11924,676,23,0.02
13698,1630,23,0.02
11455,963,23,0.02
11625,1669,23,0.02
7898,1067,23,0.02
7490,723,23,0.02
6924,1172,22,0.02
13065,485,22,0.02
11477,1325,22,0.02
11508,2517,22,0.02
1199,1713,22,0.02
6657,995,22,0.02
10529,1517,22,0.02
10548,710,22,0.02
8004,1492,22,0.02
6836,388,22,0.02
2298,2055,22,0.02
1686,1283,22,0.02
2667,3168,22,0.02
4468,775,22,0.02
6974,539,22,0.02
7720,1751,22,0.02
13003,4391,22,0.02
4466,426,22,0.02
8317,742,22,0.02
10762,1219,22,0.02
12598,774,22,0.02
12111,711,22,0.02
712,913,22,0.02
5701,1763,22,0.02
1588,710,22,0.02
12380,1806,22,0.02
3654,385,22,0.02
4753,5922,21,0.02
11039,3384,21,0.02
7143,1236,21,0.02
4954,2403,21,0.02
2362,443,21,0.02
7111,683,21,0.02
5693,840,21,0.02
1741,5659,21,0.02
2373,1114,21,0.02
879,1385,21,0.02
7032,2110,21,0.02
1606,879,21,0.02
12584,1391,21,0.02
3876,461,21,0.02
9297,1812,21,0.02
9307,1770,21,0.02
9311,1319,21,0.02
7466,895,21,0.02
4588,3038,21,0.02
316,3021,21,0.02
9727,317,21,0.02
11493,1492,21,0.02
1267,2206,21,0.02
3070,722,21,0.02
1152,814,21,0.02
5186,757,21,0.02
7618,1723,21,0.02
5165,1080,21,0.02
56,2470,20,0.02
7452,1469,20,0.02
5084,4647,20,0.02
8043,1774,20,0.02
1900,783,20,0.02
6571,623,20,0.02
8405,1048,20,0.02
10500,687,20,0.02
9789,2102,20,0.02
444,4079,20,0.02
388,631,20,0.02
7273,1219,20,0.02
332,941,20,0.02
5897,377,20,0.02
8597,843,20,0.02
9199,844,20,0.02
4807,761,20,0.02
7985,2789,20,0.02
12968,1396,20,0.02
4254,8067,20,0.02
5554,270,20,0.02
12551,2411,20,0.02
7405,1039,20,0.02
6154,967,20,0.02
12778,1382,20,0.02
4282,1703,20,0.02
6507,312,20,0.02
9435,532,20,0.02
2437,619,20,0.02
2454,761,20,0.02
7766,2164,20,0.02
3245,1190,20,0.02
12564,3158,20,0.02
883,1730,20,0.02
4704,1800,20,0.02
13911,1368,20,0.02
4832,1518,19,0.02
10218,873,19,0.02
11393,902,19,0.02
2907,564,19,0.02
13759,1189,19,0.02
2378,756,19,0.02
4371,2180,19,0.02
5578,967,19,0.02
2605,2287,19,0.02
10873,304,19,0.02
3358,1480,19,0.02
5571,7379,19,0.02
5686,784,19,0.02
10017,584,19,0.02
12658,4913,19,0.02
2334,5352,19,0.02
4601,989,19,0.02
12758,609,19,0.02
12029,892,19,0.02
4455,1042,19,0.02
2425,793,19,0.02
14024,1495,19,0.02
3656,3519,19,0.02
11225,537,19,0.02
1550,932,19,0.02
11273,1054,19,0.02
13098,587,19,0.02
3056,2693,19,0.02
7359,645,19,0.02
10405,180,19,0.02
5692,1181,19,0.02
10716,604,19,0.02
9849,1646,19,0.02
8951,2172,19,0.02
5515,829,19,0.02
9021,921,19,0.02
1805,385,19,0.02
11643,610,19,0.02
11610,982,19,0.02
2781,654,18,0.01
3111,4294,18,0.01
12560,1032,18,0.01
2048,2340,18,0.01
3103,446,18,0.01
16,588,18,0.01
8432,2077,18,0.01
1183,1002,18,0.01
5829,659,18,0.01
4247,4411,18,0.01
9784,3257,18,0.01
493,1133,18,0.01
5426,576,18,0.01
11339,2833,18,0.01
4837,634,18,0.01
6903,678,18,0.01
10559,730,18,0.01
13056,311,18,0.01
13783,534,18,0.01
7955,6048,18,0.01
9384,910,18,0.01
11763,5061,18,0.01
5558,956,18,0.01
6446,657,18,0.01
2947,1362,18,0.01
2420,767,18,0.01
12117,373,18,0.01
1150,404,18,0.01
7061,1334,18,0.01
2016,1479,18,0.01
1362,628,18,0.01
13730,2248,18,0.01
12386,1881,18,0.01
12874,706,18,0.01
8649,3867,18,0.01
4573,973,18,0.01
8083,918,18,0.01
634,478,18,0.01
1456,626,18,0.01
4561,2635,18,0.01
2160,918,18,0.01
8869,583,17,0.01
10179,424,17,0.01
14073,255,17,0.01
5842,1098,17,0.01
12998,1732,17,0.01
4864,3190,17,0.01
114,958,17,0.01
1039,779,17,0.01
1572,979,17,0.01
11837,1346,17,0.01
9510,435,17,0.01
9491,1055,17,0.01
6792,1092,17,0.01
888,2267,17,0.01
2903,474,17,0.01
5566,756,17,0.01
831,520,17,0.01
8439,147,17,0.01
2859,895,17,0.01
5591,472,17,0.01
10021,506,17,0.01
6544,137,17,0.01
5220,491,17,0.01
6267,1336,17,0.01
7070,936,17,0.01
3063,508,17,0.01
4303,1472,17,0.01
1233,532,17,0.01
12636,510,17,0.01
8159,1428,17,0.01
11512,479,17,0.01
2251,647,17,0.01
9896,1829,17,0.01
5981,2023,17,0.01
3607,291,17,0.01
11954,630,17,0.01
8280,2073,17,0.01
2271,679,17,0.01
1514,582,17,0.01
1401,603,17,0.01
13215,560,17,0.01
1116,2083,17,0.01
7711,1742,17,0.01
11992,1019,17,0.01
8531,428,16,0.01
6744,1085,16,0.01
10331,671,16,0.01
8344,361,16,0.01
7125,206,16,0.01
12219,812,16,0.01
5631,649,16,0.01
10973,1909,16,0.01
7673,902,16,0.01
8491,1736,16,0.01
6793,1173,16,0.01
14006,881,16,0.01
4813,408,16,0.01
987,1649,16,0.01
12124,361,16,0.01
6264,1063,16,0.01
11965,991,16,0.01
7040,561,16,0.01
10464,1156,16,0.01
3865,1087,16,0.01
9293,509,16,0.01
11398,964,16,0.01
3155,264,16,0.01
8848,714,16,0.01
1990,2267,16,0.01
4609,782,16,0.01
3682,1389,16,0.01
11685,1408,16,0.01
13508,474,16,0.01
8723,648,16,0.01
5706,723,16,0.01
1098,3773,16,0.01
11876,954,16,0.01
6101,939,16,0.01
1477,1604,16,0.01
3670,1342,16,0.01
5827,355,16,0.01
6235,2605,16,0.01
5430,745,16,0.01
4510,852,16,0.01
9401,4035,16,0.01
10481,13018,16,0.01
6824,2068,16,0.01
7297,1391,16,0.01
13773,1908,16,0.01
10141,794,16,0.01
9772,550,16,0.01
9757,750,16,0.01
9753,4744,16,0.01
4949,1313,15,0.01
9769,409,15,0.01
10162,517,15,0.01
10138,286,15,0.01
492,11311,15,0.01
13154,754,15,0.01
5320,1879,15,0.01
7942,300,15,0.01
11223,514,15,0.01
600,727,15,0.01
10659,1089,15,0.01
6489,942,15,0.01
9279,2312,15,0.01
7276,1140,15,0.01
7269,817,15,0.01
5752,3442,15,0.01
8094,739,15,0.01
6964,1073,15,0.01
11861,147,15,0.01
8373,2747,15,0.01
11275,435,15,0.01
1198,1432,15,0.01
5809,4222,15,0.01
8716,440,15,0.01
5892,438,15,0.01
12615,2036,15,0.01
281,1044,15,0.01
12317,925,15,0.01
5599,851,15,0.01
1742,289,15,0.01
7971,1592,15,0.01
